window,test_start,mom_12_1,mom_6_1,rev_1m,vol_3m,pct_52w_high
0,2014-01-06,-0.07353900506608194,-0.10426649167291997,-0.051583194269511384,-0.03448253588328762,-0.06547622755752106
1,2014-07-08,0.02806945524731369,0.04703929363638982,-0.0013750509278121431,-0.058275306492833065,0.026741992244023058
2,2015-01-06,0.11368630936948282,0.0598849340099016,0.02375448061862374,0.07274857916548351,0.05808206586657355
3,2015-07-08,0.0487291710392566,0.03760684552102753,0.029482059006300642,0.06337220308571098,0.03591926118765785
4,2016-01-06,-0.05331242000096498,0.0390762904774802,-0.08756578330962733,0.0895095458913196,-0.10355151072561221
5,2016-07-07,-0.18097583861130656,0.0074416336407521246,0.08434828861974311,0.28300173668983625,-0.1356667884943057
6,2017-01-05,0.050756509500351855,0.007148927326526498,-0.014371931470712904,0.04543995456621851,0.038729635280065816
7,2017-07-07,0.1268354589264623,0.1433165220111033,-0.08339146305830256,0.04687776502010363,-0.020541275830008466
8,2018-01-05,0.10355218917573077,0.08970188196270644,0.03896029071035553,0.03724726430197003,0.005065908431716413
9,2018-07-09,-0.042629150873900686,0.0003446629710565438,-0.05132648945845731,-0.05702268808309772,1.3566563425187587e-05
10,2019-01-08,0.049910284743056324,0.008302776646048619,-0.08071286590861394,0.04981460218691228,-0.04230852261092212
11,2019-07-10,-0.0363449675090847,0.011114094760711301,0.0013354404072578798,0.14283656596334846,-0.07750707071939113
12,2020-01-08,0.10363655444028792,0.10542314324398847,0.07499248943376506,-0.006663827055323041,0.1192044006694385
13,2020-07-09,0.024495763217567725,0.06882045014012865,0.10446580326020304,0.0686049071776321,-0.010073057933014632
14,2021-01-07,-0.09885036894370575,-0.04853677708227878,-0.18385094509673194,0.03622047730162846,-0.1639519790493322
15,2021-07-09,-0.025363079291002545,-0.07197437353646843,-0.013025173771868095,0.01841786321304081,-0.02061083884318264
16,2022-01-06,0.057996489581918685,0.04894317073471855,-0.007624767995522471,-0.13502917803540054,0.11388553770832081
17,2022-07-11,0.03024443292138392,0.0220301369186513,-0.07999987653863724,0.005006872682527343,-0.018161186986150917
18,2023-01-09,0.009839870612491818,0.017148783288269933,-0.01390123502516554,0.1529542246420649,-0.06558221343494831
19,2023-07-12,0.10291687757982808,0.06335265503660628,-0.05289547761028187,0.12353749727356156,-0.07431178191739356
20,2024-01-10,-0.04338740941022507,-0.00017644686428715383,0.06072189916498966,0.03168275779761391,0.08712662223566547
21,2024-07-12,0.1188269318616739,0.03631718870246222,0.004866949804725279,0.019209559201781135,0.05279632101057582
22,2025-01-13,0.011635204596054992,-0.028948088612335436,0.03498534925161838,0.10798908190015269,-0.008245120745734531
23,2025-07-16,-0.0077744648978768744,0.008635093480828505,-0.02685850504751204,0.1089711141564914,-0.05440022162439055
