ticker,weight
ADBE,-0.008662587900357885
ADP,-0.007734318056612744
ADSK,-0.009775266986882452
AJG,-0.007075599731502727
ALB,0.008719427579201827
APP,0.011296243222235465
APTV,0.007192319491432163
AXON,-0.010723255632746695
BAX,-0.018803706403094856
BG,0.016916487551911403
BKR,0.01382168369752652
BRO,-0.007185506426547794
C,0.009642252412807499
CAT,0.009228039463428593
CDW,-0.012310914205011852
CF,-0.00023179466837754744
CHRW,0.011408071751951656
CHTR,-0.011896052203574748
CIEN,0.009466496562851858
CMG,-0.01368075295894519
CMI,0.00918844065447984
CNC,0.013271538480762922
COHR,0.00836443417803925
CRM,-0.007772067382573288
CRWD,-0.009167796495260795
CTAS,-0.009302508764428395
CTVA,-0.007225040666886629
DASH,-0.012503431688120946
DD,0.008255449446656632
DDOG,-0.00851933476985111
DELL,-0.013781384169629866
DVA,-0.008373837193669641
ECHO,0.010700324410970874
EFX,-0.014038590806699036
EL,0.006308058473860475
FCX,0.006333293552313205
FDS,-0.009122584619743409
FDX,0.00984415887068567
FFIV,-0.011083774602949762
FIX,0.008235505619500637
FSLR,0.011347601446016492
FTNT,-0.008802210498998054
GDDY,-0.009577023865865812
GEN,-0.011560254732380969
GLW,0.008996387517016325
GM,0.010526280955684187
GNRC,0.007684003811707915
GOOG,0.014284097616025315
GOOGL,0.014177446280597623
GS,0.010176298345835534
HAL,0.015440107629443957
HII,0.012720040649717067
HPQ,-0.012832706132913546
INTC,0.0077742178438820145
INTU,-0.00681770799966004
IP,-0.017361235442322938
IT,-0.012956826935875965
IVZ,0.006487489135894696
KLAC,0.007464182927521069
LHX,0.014751060638725399
LITE,0.009462917052317808
LRCX,0.0053471450206788
META,-0.00918406328070971
MOS,-0.011152830999606825
MPC,-0.004859965650072052
MPWR,0.0065305041461941864
MRVL,0.009248138772298036
MS,0.011290225832874312
MU,0.008353574932328932
NEM,0.009946438794481299
NOW,-0.008375516596876976
NWS,-0.008390510246270346
NWSA,-0.008843288853601928
ORCL,0.01553308697529777
PANW,-0.008912481236831015
PAYX,-0.008492445756051183
PTC,-0.00859282187281212
PYPL,-0.013131344063314175
ROP,-0.008248292060140884
ROST,0.01319582098563383
SLB,0.011048387586543692
SMCI,-0.022134864737395284
SNDK,0.001197973478617123
STLD,0.009715533930214125
STX,0.012332654593505243
TER,0.004566818661475127
TRMB,-0.014451397287628294
TSLA,0.010818489221737615
TTD,-0.010171163877826713
TYL,-0.008712017701378517
VEEV,-0.00931491940699962
VRSK,-0.005738896879055358
VRSN,-0.0059896990410819445
WBD,0.013328886747271717
WDAY,-0.008367972484407358
WDC,0.009422951104232757
WMT,0.018639011945613435
ZBRA,-0.01805743602645503
