ticker,weight
ABT,-0.007821144403211532
ACN,-0.011245241159173164
ADBE,-0.008461214905019112
ADI,0.010001911693525135
ADP,-0.0076685503247532925
ADSK,-0.009188240469274868
ALB,0.010343407561650201
ALLE,-0.010714217194653397
AMAT,0.008681834408876297
APP,0.010354804666851824
APTV,0.009263581826762644
ARES,-0.014129266948944006
AXON,-0.011079112907249071
BAX,-0.014802260473975806
BG,0.01521693466333622
BR,-0.007613892510274587
BX,-0.013496115617326358
C,0.010212501949151345
CAT,0.00981816805537672
CDW,-0.01076016391558199
CEG,-0.008837251558411433
CHRW,0.01132300314777222
CHTR,-0.01089054966355008
CIEN,0.01008502446308137
CMI,0.010229369153339834
COHR,0.008964725138362203
CRH,0.00844936931250565
CRM,-0.00792884588942719
CSGP,-0.009872611949441609
CTAS,-0.008783946986034772
CTSH,-0.009989322325745916
DDOG,-0.007992680971968343
DELL,-0.012136204417496394
DPZ,-0.008223235366941984
DXCM,-0.010188308592816317
ECHO,0.010495511824092776
FDS,-0.009186299818425489
FICO,0.01056073168736249
FIS,-0.00997455265045812
GDDY,-0.009650920092759007
GLW,0.009752408875622526
GOOG,0.013089172657086619
GOOGL,0.012956935318484148
GRMN,-0.011727401496073299
HAL,0.014597005683270914
HOOD,0.006077998234861792
HPE,-0.012330923010472561
HPQ,-0.011485078871943078
IBKR,0.00967579505255629
IBM,0.01068241871369937
INTC,0.008771212451138774
INTU,-0.007201688517159934
ISRG,0.01084305161800858
IT,-0.012314805127425285
KKR,-0.013770835163538804
KLAC,0.00820123748900129
LII,0.0071816872068620604
LITE,0.01006087989339416
LLY,0.01353305057345667
LRCX,0.006933447666568636
LUV,0.006923953242238893
LYB,-0.006025968302559014
MAR,0.010796153547491793
MCHP,0.007870576818739487
MNST,0.015165761093213423
MOS,-0.010139106623160164
MPWR,0.008197814174740855
MRNA,0.006388111560831908
MSCI,0.01369977804628003
MSFT,-0.006811748066914123
MU,0.00923970809569711
NEM,0.010570324812225564
NOW,-0.008709909306722339
NTAP,-0.011210971289665993
NXPI,0.008481834101068005
ORCL,-0.007916804155774847
PAYX,-0.008066571718220538
PLTR,-0.010287508488175964
PTC,-0.008667545046041319
PYPL,-0.011206822977473599
ROK,0.009303784310090917
ROL,0.013831727812334261
ROP,-0.007896527462533623
SMCI,-0.01814358475649746
SNDK,0.004935973437529407
STX,0.01284435543998664
TER,0.0063466963306886524
TRMB,-0.012668218941349122
TSLA,0.010820906365977732
TTD,-0.010086168386643682
TYL,-0.009003293241976676
VEEV,-0.00912715836259349
VRT,0.010421910147182108
WBD,0.013029564871980117
WDAY,-0.008408316066687153
WDC,0.010305068457033472
YUM,0.014468816348610771
ZBRA,-0.01615889350748404
