ticker,weight
ACN,-0.0137350445798035
ADBE,-0.008297497142583512
ADP,-0.007103821496349293
ADSK,-0.00957547258606252
AJG,-0.006172993579491784
ALB,0.009778576994945805
APP,0.011474136097330034
AXON,-0.011621399765101853
BAX,-0.02159850292627323
BKR,0.01521634981486696
BR,-0.005707203971895594
BRO,-0.0064152900446677015
C,0.010106621244521679
CAT,0.00964779919149695
CDW,-0.012820808245912934
CF,0.002505357999273182
CHTR,-0.01252619029485592
CIEN,0.009313228684812307
CMG,-0.014866255211947134
CMI,0.009711380574619767
CNC,0.014714797396859885
COHR,0.008093120450733805
COIN,-0.02506491592260012
CRH,0.0071349344294072605
CRM,-0.007296217054627019
CRWD,-0.009535131654503037
CTAS,-0.009186261721397459
DDOG,-0.008260879990564155
DOV,0.010498775991398708
DPZ,-0.007754956207595779
DVA,-0.007534449315365899
ECHO,0.009832271427877315
EFX,-0.015893817804686423
EL,0.006037292423186346
ELV,0.01536980080925891
EME,0.012124833684038048
FDS,-0.009132810848677739
FICO,-0.014183439111286375
FIX,0.008073270515400646
FLEX,0.006589485947132603
FSLR,0.012143402931984914
FTNT,-0.008889133278472005
GDDY,-0.009626464480097555
GEN,-0.012134676574659798
GLW,0.008974314797020128
GNRC,0.007518353266276569
GOOG,0.015597690738961726
GOOGL,0.015463518172531391
GPN,-0.018286680020056734
GS,0.010287521591639209
HAL,0.017584608547177288
HPQ,-0.013481337323992551
IBKR,0.00898743203853237
IBM,0.0115032225605103
INTC,0.007207992881741117
INTU,-0.0060590621381143035
ISRG,0.011868627427335491
IT,-0.01371745974788964
KHC,-0.005923546039920258
KLAC,0.00645532519345612
LITE,0.009610775003915112
LRCX,0.0037429420281874224
LYB,-0.006527466713242629
MOS,-0.011587887248221108
MPC,-0.00353449844809229
MRNA,0.0014748965359329647
MRVL,0.009313624592266773
MS,0.011830304746646916
MU,0.007607686941052436
NEM,0.010360752339591557
NOW,-0.0081196317206386
ON,0.00549878373007293
PANW,-0.009012146229747905
PAYX,-0.007977317108364348
PNR,0.008007839386711381
PTC,-0.008121356276059262
PYPL,-0.013917362190546389
RL,0.006823895516831004
ROL,0.01705048337795496
ROP,-0.007493416549899049
SLB,0.011894369598881491
SNDK,-0.0015454851768086514
STX,0.013293125349902724
TER,0.0032372231592012915
TKO,0.014270089978866692
TRMB,-0.015561312188812255
TSLA,0.010854551842369501
TTD,-0.010294142474273868
TYL,-0.00816439199785988
UNP,-0.008932296964992837
VEEV,-0.009264332732173204
VRSK,-0.004606830536288349
VRSN,-0.004883451632993807
WBD,0.014673713640397996
WDAY,-0.007790153387667614
WDC,0.00928795486719683
WMT,0.021352943539693043
ZBRA,-0.020264801343866243
