ticker,weight
ADBE,-0.008962859105204692
ADP,-0.008537985780576903
ADSK,-0.009645886780038275
ALB,0.009013942449503756
AMCR,-0.011846584500379134
APP,0.010503089745235925
APTV,0.008378318830790743
AXON,-0.010211477118306268
BAX,-0.014474637801349168
BG,0.013661576588644688
BIIB,0.012023342075129489
BKNG,-0.01072477472289692
BRO,-0.008222634903247646
C,0.00984572137442172
CDW,-0.01102584970413673
CF,-0.004548009151883419
CHRW,0.010774558525785478
CHTR,-0.01093564751385946
CIEN,0.00948388321376537
CMG,-0.011894041759308256
CMI,0.00944338068755036
CNC,0.011508728093310319
COHR,0.008894054137878206
COIN,-0.016196176778739732
CRWD,-0.00943378047950386
CTVA,-0.008286425654759759
DASH,-0.011320410119298137
DD,0.008942812801827042
DDOG,-0.008987411920073927
DELL,-0.012038817686832117
DVA,-0.008991237366332953
ECHO,0.010109192379493714
EL,0.007801444524043844
FCX,0.007714815560250741
FDS,-0.009245547469259572
FDX,0.009839375452184516
FFIV,-0.010569583972113389
FIX,0.008842688340922042
FOX,0.012699240592995518
FOXA,0.012538658671664293
FSLR,0.010830955473098166
FTNT,-0.009146081408970535
GDDY,-0.009453988702820134
GEN,-0.010573215579099043
GIS,-0.007743660567349335
GM,0.010185780117083513
GOOG,0.012152182887770426
GOOGL,0.012097282283076952
GPC,-0.011719071178082553
HAL,0.012760153145946258
HII,0.011285973629993784
IBM,0.010574910988622118
INTC,0.008467965416792261
INTU,-0.007937474055727428
IT,-0.011350721566540548
IVZ,0.00788328345206246
JBHT,0.0098225533558514
KLAC,0.00855713012847417
LDOS,0.01195835576818553
LHX,0.012495779994391212
LITE,0.009705154569744932
LRCX,0.007335352319576934
META,-0.009488205928457834
MOS,-0.01049728003655939
MPWR,0.007935158571936692
MRNA,-0.015655176512264737
MRVL,0.009266770969403716
MU,0.008897168693926203
NEM,0.009540876804618056
NOW,-0.008945372003284716
NWS,-0.008891674640975135
NWSA,-0.009110560023017598
ORCL,0.012911927580347092
PANW,-0.009194895463684995
PAYX,-0.008966973968188947
PTC,-0.008915544560902362
PYPL,-0.011488777313768055
ROP,-0.008740725369524477
ROST,0.011646382911325047
SLB,0.01035471879917769
SMCI,-0.016316669434135057
SNDK,0.004732324073063923
STLD,0.00963859218505865
STX,0.010895056914725358
TECH,-0.013674286480031933
TER,0.00670369374071783
TJX,0.013537236247709698
TPL,-0.009693021445212443
TTD,-0.009612055355121284
TTWO,-0.007975239468985363
TYL,-0.009039229722053592
VEEV,-0.00941249545177372
VRSK,-0.007414079838430302
WBD,0.011751951607800648
WDAY,-0.008830351254233678
WDC,0.009366148003140059
WMT,0.014690355320981313
ZBRA,-0.014113392382704412
